"","name","birthyear","taste","height","weight","gender"
"2668","Cesar",1993,"Chess",1.73,121,"M"
"2669","Marcela",1959,"Cats",1.53,109,"F"
"2670","Daniela",1980,"Travel",1.64,108,"F"
"2671","Daniel",1983,"Chess",1.54,81,"M"
"2672","Melissa",2014,"Sports",1.68,107,"F"
"2673","Matheus",2019,"Dogs",2.93,110,"M"
"2674","Cesar",1960,"Dogs",2.94,102,"M"
"2675","Lucas",2020,"Dogs",1.58,117,"M"
"2676","Marcela",1998,"Chess",2.65,124,"F"
"2677","David",1999,"Food",2.55,127,"M"
"2678","Ariel",2005,"Magic",2.79,128,"M"
"2679","Ariel",1980,"Guitar",1.98,115,"M"
"2680","Ariel",1994,"Travel",2.91,112,"M"
"2681","Marina",1994,"Movie",2.63,74,"F"
"2682","Ariel",1991,"Food",2.71,104,"F"
"2683","Luis",1990,"Movie",1.81,61,"O"
"2684","Nathália",1991,"Chess",2.55,100,"F"
"2685","Letícia",1970,"Food",2.84,99,"F"
"2686","Larissa",1979,"Sports",2.8,56,"O"
"2687","Felipe",2019,"Guitar",2.76,123,"O"
"2688","Marina",2010,"Sports",1.59,90,"F"
"2689","Letícia",1979,"Sports",1.89,129,"O"
"2690","Paulo",1990,"Games",1.66,124,"M"
"2691","Felipe",1987,"Sports",1.88,60,"O"
"2692","Matheus",1970,"Study",1.89,127,"O"
"2693","Lucas",1962,"Guitar",1.87,73,"M"
"2694","Nina",1981,"Games",1.83,109,"F"
"2695","Marina",1974,"Travel",1.97,62,"F"
"2696","Melissa",1970,"Sports",1.96,64,"F"
"2697","Lucas",2016,"Travel",1.77,92,"M"
"2698","Lucas",1962,"Study",2.96,123,"M"
"2699","Luis",1965,"Magic",1.61,90,"O"
"2700","Larissa",1962,"Magic",2.94,114,"F"
"2701","Melissa",2002,"Movie",2.78,119,"F"
"2702","Ricardo",1955,"Cats",1.79,93,"M"
"2703","Paulo",1977,"Cats",1.6,78,"O"
"2704","Ariel",1999,"Magic",2.68,101,"O"
"2705","Letícia",1982,"Games",1.58,100,"F"
"2706","Ricardo",2014,"Study",1.55,91,"M"
"2707","Matheus",1958,"Movie",2.52,57,"M"
"2708","Ricardo",1965,"Guitar",2.85,103,"M"
"2709","Ariel",1970,"Chess",2.65,108,"M"
"2710","Ariel",1957,"Cats",1.85,75,"F"
"2711","Nathália",2001,"Study",2.86,87,"O"
"2712","Luis",1993,"Chess",2.91,85,"M"
"2713","David",1975,"Food",1.71,129,"M"
"2714","Ariel",1968,"Study",1.95,56,"O"
"2715","Ariel",1956,"Movie",1.6,112,"F"
"2716","Lucas",1974,"Movie",2.92,111,"M"
"2717","Larissa",1955,"Dogs",1.87,111,"F"
"2718","Melissa",1978,"Travel",2.85,111,"F"
"2719","Matheus",1967,"Food",2.62,130,"M"
"2720","Letícia",2003,"Games",2.51,73,"O"
"2721","Marcela",1978,"Travel",2.6,74,"F"
"2722","Ricardo",2011,"Magic",2.85,82,"M"
"2723","David",2000,"Movie",1.97,120,"O"
"2724","Lucas",1965,"Guitar",1.89,117,"M"
"2725","Cesar",2011,"Food",2.9,115,"O"
"2726","Daniela",1968,"Sports",1.83,67,"O"
"2727","Melissa",1955,"Movie",2.86,72,"F"
"2728","João",1977,"Cats",2.82,114,"M"
"2729","Rogério",2010,"Magic",2.66,78,"M"
"2730","Ariel",1996,"Chess",2.98,129,"M"
"2731","Nina",1963,"Magic",1.6,101,"F"
"2732","Lucas",1968,"Sports",2.94,93,"O"
"2733","Marcela",2006,"Travel",1.82,104,"O"
"2734","Kátia",2020,"Food",2.83,129,"F"
"2735","Ariel",1988,"Magic",2.83,76,"M"
"2736","Cesar",1992,"Food",2.94,80,"O"
"2737","João",1976,"Sports",1.8,116,"M"
"2738","David",1992,"Study",2.77,116,"M"
"2739","Ricardo",1967,"Movie",1.84,85,"O"
"2740","João",1967,"Chess",2.93,86,"M"
"2741","Marina",1986,"Games",1.78,117,"O"
"2742","Lucas",1971,"Guitar",2.74,97,"O"
"2743","Marcela",1968,"Travel",1.59,84,"F"
"2744","Ariel",1977,"Study",1.58,89,"F"
"2745","Letícia",1955,"Travel",1.75,106,"O"
"2746","Ariel",2016,"Dogs",2.84,81,"O"
"2747","João",2002,"Food",2.79,63,"M"
"2748","Ariel",1970,"Magic",2.95,90,"F"
"2749","Ariel",2006,"Games",1.62,64,"O"
"2750","Larissa",1957,"Guitar",2.56,84,"F"
"2751","Paulo",1976,"Study",2.72,101,"M"
"2752","Lucas",1992,"Games",2.53,112,"O"
"2753","Nina",1969,"Dogs",1.83,110,"O"
"2754","Daniela",2014,"Guitar",1.63,64,"F"
"2755","Daniel",1971,"Study",1.84,78,"M"
"2756","Marcela",1999,"Dogs",2.96,130,"F"
"2757","Letícia",1997,"Cats",1.91,94,"F"
"2758","Marcela",1980,"Guitar",2.53,128,"F"
"2759","Ricardo",2006,"Sports",2.91,73,"O"
"2760","Marcela",2019,"Cats",2.58,70,"F"
"2761","João",1964,"Cats",2.98,59,"M"
"2762","Letícia",1965,"Games",2.64,117,"O"
"2763","Marina",1986,"Dogs",2.69,115,"O"
"2764","Nathália",1994,"Guitar",2.59,120,"F"
"2765","Ariel",1974,"Guitar",1.71,92,"O"
"2766","Daniel",2002,"Food",2.51,89,"O"
"2767","Felipe",1961,"Magic",1.73,80,"M"
"2768","Cesar",2007,"Guitar",2.88,57,"M"
"2769","Rogério",2004,"Movie",2.67,68,"M"
"2770","Luis",2008,"Movie",1.58,113,"M"
"2771","Marcela",2015,"Cats",1.66,127,"F"
"2772","Ariel",2007,"Study",2.53,126,"O"
"2773","Felipe",2019,"Sports",1.74,83,"O"
"2774","Letícia",1968,"Travel",1.56,125,"F"
"2775","Melissa",1996,"Study",1.5,115,"O"
"2776","Kátia",1996,"Sports",1.96,61,"F"
"2777","Felipe",2001,"Food",2.69,61,"M"
"2778","David",1990,"Cats",2.88,59,"O"
"2779","Larissa",1997,"Cats",2.86,70,"O"
"2780","Luis",1963,"Chess",1.94,118,"M"
"2781","Cesar",2005,"Cats",2.56,89,"M"
"2782","Nina",1988,"Chess",2.92,109,"F"
"2783","Kátia",1986,"Guitar",2.82,61,"F"
"2784","Luis",1987,"Study",1.63,77,"M"
"2785","Daniel",2013,"Chess",1.76,87,"O"
"2786","Ricardo",2020,"Guitar",2.56,124,"O"
"2787","Letícia",2000,"Movie",2.7,64,"O"
"2788","Melissa",1982,"Travel",1.89,58,"F"
"2789","Melissa",1991,"Guitar",2.66,72,"O"
"2790","Lucas",1978,"Games",2.86,84,"M"
"2791","Lucas",1957,"Games",1.89,66,"O"
"2792","Melissa",2002,"Study",1.67,62,"F"
"2793","Daniel",1958,"Magic",1.53,106,"M"
"2794","João",2012,"Dogs",2.52,124,"M"
"2795","Ariel",1979,"Sports",2.5,118,"F"
"2796","Lucas",1977,"Food",2.99,106,"O"
"2797","Nina",1996,"Guitar",2.65,87,"O"
"2798","Felipe",1977,"Games",2.62,97,"M"
"2799","Larissa",1976,"Cats",1.63,82,"O"
"2800","Matheus",1965,"Magic",1.83,104,"M"
"2801","Ariel",1991,"Dogs",1.92,70,"M"
"2802","Ariel",1994,"Guitar",1.87,95,"O"
"2803","Letícia",1964,"Study",2.88,81,"F"
"2804","Lucas",1998,"Games",2.61,92,"M"
"2805","Larissa",1997,"Food",1.8,107,"O"
"2806","David",1962,"Chess",2.97,93,"M"
"2807","Ricardo",1976,"Guitar",1.67,64,"O"
"2808","Ricardo",1999,"Food",1.83,120,"M"
"2809","David",2000,"Magic",1.57,113,"M"
"2810","Nina",2015,"Movie",2.59,69,"F"
"2811","Ricardo",2011,"Chess",1.72,99,"O"
"2812","Cesar",2007,"Study",2.65,125,"M"
"2813","Kátia",2007,"Cats",2.65,75,"O"
"2814","Marcela",2012,"Chess",1.91,99,"F"
"2815","Nina",1998,"Movie",2.56,111,"F"
"2816","Ricardo",1974,"Study",2.51,112,"M"
"2817","Daniel",1980,"Travel",2.73,116,"M"
"2818","Nathália",1999,"Study",1.56,72,"O"
"2819","Kátia",1981,"Food",2.74,94,"F"
"2820","Daniela",1966,"Dogs",1.87,114,"F"
"2821","Daniela",2017,"Food",2.82,92,"O"
"2822","Daniel",1984,"Movie",1.92,103,"O"
"2823","Daniela",1998,"Games",1.64,76,"F"
"2824","Matheus",1993,"Travel",2.5,67,"M"
"2825","Daniela",1965,"Sports",2.9,112,"O"
"2826","David",2004,"Chess",2.77,61,"M"
"2827","Felipe",1995,"Dogs",1.91,102,"M"
"2828","Marina",1998,"Chess",2.77,105,"F"
"2829","Lucas",2005,"Travel",2.97,60,"M"
"2830","Felipe",1997,"Study",2.66,113,"M"
"2831","Paulo",2017,"Movie",2.61,109,"M"
"2832","Matheus",2009,"Sports",1.77,74,"O"
"2833","Kátia",1973,"Magic",2.58,85,"F"
"2834","Daniel",1987,"Sports",2.5,69,"M"
"2835","Letícia",1971,"Study",1.76,76,"O"
"2836","Daniela",1955,"Movie",2.65,95,"F"
"2837","Kátia",1977,"Travel",2.74,120,"F"
"2838","Letícia",1956,"Guitar",1.51,96,"F"
"2839","Rogério",2019,"Games",2.77,81,"M"
"2840","Lucas",1970,"Study",1.61,114,"M"
"2841","Ariel",1973,"Games",2.78,77,"F"
"2842","Ariel",1993,"Guitar",2.7,124,"M"
"2843","Nina",2009,"Cats",1.7,117,"F"
"2844","Marina",1977,"Study",2.89,59,"F"
"2845","Ariel",1999,"Cats",1.77,61,"O"
"2846","Ricardo",1973,"Chess",1.91,63,"M"
"2847","Lucas",1999,"Food",1.64,92,"M"
"2848","Luis",1992,"Cats",2.79,105,"O"
"2849","Marina",1991,"Guitar",2.65,86,"F"
"2850","Rogério",1957,"Movie",1.88,67,"M"
"2851","David",1983,"Games",2.88,74,"M"
"2852","David",2013,"Guitar",1.68,100,"O"
"2853","Ricardo",2001,"Sports",1.83,69,"M"
"2854","Nathália",2020,"Cats",1.91,85,"F"
"2855","Melissa",2005,"Dogs",1.72,120,"O"
"2856","Nathália",1986,"Guitar",1.54,63,"O"
"2857","Kátia",1963,"Movie",1.88,63,"F"
"2858","Larissa",1973,"Magic",1.93,60,"O"
"2859","Marcela",1967,"Sports",1.55,105,"F"
"2860","Rogério",2003,"Dogs",2.53,94,"M"
"2861","João",1965,"Travel",1.61,73,"O"
"2862","Rogério",1974,"Magic",2.73,80,"M"
"2863","Daniel",1991,"Food",1.99,129,"M"
"2864","Letícia",2000,"Study",2.74,105,"O"
"2865","Felipe",1974,"Travel",1.89,106,"M"
"2866","Lucas",1967,"Dogs",2.68,61,"M"
"2867","Felipe",1962,"Magic",1.8,109,"O"
"2868","Daniel",1981,"Guitar",1.92,107,"O"
"2869","Melissa",1971,"Food",1.75,118,"F"
"2870","Ricardo",1976,"Dogs",2.96,88,"M"
"2871","Marina",1972,"Games",2.59,94,"F"
"2872","Letícia",1997,"Games",2.94,78,"F"
"2873","Lucas",2010,"Travel",2.8,117,"O"
"2874","Paulo",2011,"Magic",2.56,75,"O"
"2875","David",1973,"Movie",2.65,67,"O"
"2876","Larissa",1968,"Cats",1.88,93,"F"
"2877","Nina",1998,"Sports",2.58,116,"F"
"2878","Nathália",1978,"Dogs",2.86,130,"F"
"2879","Larissa",1972,"Study",1.88,74,"F"
"2880","Lucas",1987,"Chess",1.62,128,"O"
"2881","Melissa",1955,"Travel",1.78,115,"F"
"2882","Luis",1960,"Food",1.94,108,"O"
"2883","Cesar",2017,"Games",1.73,57,"M"
"2884","Nina",1988,"Food",1.9,110,"F"
"2885","Lucas",2003,"Study",1.87,104,"M"
"2886","Paulo",1990,"Sports",2.86,103,"M"
"2887","Luis",2005,"Games",1.59,97,"M"
"2888","Daniela",1987,"Study",2.57,127,"F"
"2889","Cesar",1964,"Sports",2.82,73,"O"
"2890","Rogério",1957,"Dogs",1.78,88,"O"
"2891","João",2016,"Chess",2.69,122,"M"
"2892","Ariel",2018,"Guitar",1.93,97,"O"
"2893","João",2002,"Dogs",1.91,87,"O"
"2894","Ariel",1964,"Magic",1.57,125,"F"
"2895","Lucas",2002,"Study",1.91,71,"M"
"2896","David",2016,"Cats",2.63,65,"M"
"2897","Paulo",1980,"Magic",2.68,102,"M"
"2898","Kátia",1961,"Magic",2.54,90,"O"
"2899","Rogério",1975,"Chess",2.98,118,"M"
"2900","Letícia",1985,"Games",2.9,89,"F"
"2901","Larissa",2014,"Travel",1.86,70,"O"
"2902","Daniel",1996,"Chess",1.92,62,"O"
"2903","Daniel",2004,"Cats",2.81,123,"O"
"2904","Lucas",2001,"Study",1.62,124,"M"
"2905","Marcela",2003,"Food",2.84,57,"F"
"2906","Lucas",2011,"Games",1.67,65,"O"
"2907","Letícia",1960,"Movie",2.85,123,"F"
"2908","Nina",2007,"Magic",1.77,94,"F"
"2909","Ricardo",1969,"Chess",1.77,128,"M"
"2910","Paulo",2001,"Magic",1.59,78,"O"
"2911","Nathália",1992,"Chess",1.89,81,"F"
"2912","Lucas",1986,"Study",2.51,82,"M"
"2913","Daniela",1975,"Magic",2.5,98,"F"
"2914","Paulo",2005,"Sports",1.68,65,"M"
"2915","Lucas",1995,"Cats",2.79,99,"O"
"2916","Marcela",2003,"Guitar",2.78,90,"F"
"2917","Daniel",2005,"Cats",1.76,93,"M"
"2918","Ariel",1956,"Food",1.73,97,"O"
"2919","Rogério",2012,"Games",2.53,73,"M"
"2920","Marina",1985,"Magic",2.75,87,"F"
"2921","Felipe",2005,"Chess",1.65,80,"M"
"2922","João",1973,"Sports",1.97,71,"O"
"2923","Rogério",2000,"Chess",2.86,88,"O"
"2924","Kátia",1955,"Guitar",2.74,112,"F"
"2925","Marina",2003,"Dogs",2.59,103,"F"
"2926","Paulo",1963,"Dogs",1.9,79,"M"
"2927","David",1964,"Travel",2.71,71,"M"
"2928","Marcela",1984,"Chess",2.64,66,"F"
"2929","Larissa",1970,"Food",2.51,120,"F"
"2930","João",1970,"Guitar",1.72,80,"M"
"2931","Ariel",1985,"Food",1.94,58,"F"
"2932","Daniel",1956,"Magic",1.58,105,"O"
"2933","Nina",1972,"Dogs",2.93,128,"O"
"2934","Marina",2001,"Food",2.76,57,"F"
"2935","Ricardo",2002,"Games",2.85,113,"O"
"2936","Paulo",2015,"Magic",2.89,126,"M"
"2937","Cesar",1975,"Dogs",2.66,106,"O"
"2938","Letícia",2009,"Guitar",1.95,68,"F"
"2939","Felipe",2013,"Games",2.92,86,"M"
"2940","João",2004,"Sports",2.87,94,"M"
"2941","Melissa",2011,"Magic",2.51,119,"O"
"2942","Ariel",1998,"Cats",2.97,71,"O"
"2943","Daniela",2016,"Games",2.7,65,"F"
"2944","David",1995,"Movie",1.71,111,"O"
"2945","Lucas",1984,"Guitar",1.93,128,"M"
"2946","Felipe",2003,"Chess",1.72,59,"O"
"2947","Letícia",1964,"Chess",1.97,113,"F"
"2948","Nina",2015,"Food",2.76,80,"F"
"2949","Nina",1997,"Games",1.73,121,"O"
"2950","Larissa",2018,"Study",1.54,57,"O"
"2951","Ariel",2018,"Dogs",2.61,80,"F"
"2952","Ricardo",1997,"Cats",2.81,82,"O"
"2953","Ariel",1981,"Sports",2.98,107,"M"
"2954","Lucas",2018,"Dogs",1.57,125,"O"
"2955","Letícia",1984,"Dogs",2.72,104,"F"
"2956","Felipe",1989,"Travel",1.59,119,"M"
"2957","Larissa",2006,"Chess",1.68,71,"F"
"2958","Marcela",2018,"Sports",1.96,111,"F"
"2959","Melissa",2020,"Cats",2.86,79,"F"
"2960","Ricardo",2009,"Movie",2.63,88,"O"
"2961","Luis",2020,"Food",2.55,77,"M"
"2962","Paulo",1959,"Sports",2.86,85,"M"
"2963","Nina",1968,"Movie",2.75,123,"F"
"2964","Felipe",1987,"Dogs",2.95,63,"M"
"2965","Melissa",2001,"Travel",1.8,117,"F"
"2966","Kátia",2013,"Chess",1.88,86,"F"
"2967","Daniela",2009,"Dogs",2.83,105,"F"
"2968","Nina",1975,"Sports",1.63,81,"F"
"2969","Kátia",2020,"Travel",2.74,112,"F"
"2970","Cesar",1962,"Travel",1.93,105,"M"
"2971","Larissa",2011,"Sports",1.63,75,"O"
"2972","Kátia",1966,"Guitar",2.63,70,"O"
"2973","Ariel",2008,"Sports",1.72,78,"M"
"2974","Matheus",1972,"Cats",2.94,65,"M"
"2975","Ariel",2015,"Magic",2.91,117,"O"
"2976","Marina",1986,"Magic",2.87,76,"F"
"2977","Nina",1990,"Cats",2.5,127,"O"
"2978","Kátia",1972,"Study",1.55,109,"O"
"2979","Daniela",1991,"Study",1.94,104,"F"
"2980","Nathália",2002,"Chess",2.74,102,"F"
"2981","João",2007,"Games",1.68,120,"M"
"2982","Marina",1980,"Magic",1.78,110,"O"
"2983","Felipe",2019,"Guitar",1.62,79,"O"
"2984","David",1992,"Magic",2.52,93,"M"
"2985","Larissa",2000,"Chess",2.96,127,"O"
"2986","Luis",1998,"Games",1.63,73,"O"
"2987","Daniel",1957,"Travel",1.65,65,"M"
"2988","Felipe",1978,"Travel",1.91,109,"O"
"2989","Letícia",1991,"Sports",2.86,128,"O"
"2990","Ariel",1960,"Magic",1.6,126,"M"
"2991","David",1993,"Movie",2.52,57,"M"
"2992","Rogério",1966,"Dogs",2.56,98,"O"
"2993","Cesar",1970,"Food",1.75,121,"O"
"2994","Ricardo",2019,"Chess",1.86,84,"M"
"2995","Daniel",2009,"Magic",1.58,65,"M"
"2996","Nina",1978,"Chess",2.53,104,"F"
"2997","Kátia",1998,"Movie",1.78,114,"F"
"2998","Daniel",1968,"Travel",1.81,87,"M"
"2999","Daniela",1971,"Travel",1.8,85,"F"
"3000","Ricardo",1964,"Dogs",2.54,68,"M"
